,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
183,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1110525.0,High-income countries,1.0
184,45-64,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,828750.0,High-income countries,1.0
185,25-44,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,936912.8,Upper-middle-income countries,2.0
186,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,Yes,20884500.0,High-income countries,7.0
187,25-44,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,1134665.0,High-income countries,1.0
188,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,400000.0,Low-income countries,1.0
189,`1-24,Friends/Relatives,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,No,Yes,Yes,Yes,10-15,1,Cash,Yes,11119717.0,High-income countries,3.0
190,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,17019975.0,High-income countries,2.0
191,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,116025.0,Low-income countries,1.0
192,`1-24,Friends/Relatives,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,2635425.0,High-income countries,2.0
193,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,No,7942655.0,High-income countries,1.0
194,25-44,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,3574194.75,High-income countries,1.0
195,25-44,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,1,Credit Card,Yes,5801250.0,High-income countries,2.0
196,25-44,Friends/Relatives,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,1,Cash,No,3315000.0,Upper-middle-income countries,3.0
197,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,1,Credit Card,Yes,22693300.0,High-income countries,2.0
198,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,1989000.0,Upper-middle-income countries,1.0
199,`1-24,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,No,Yes,No,10-15,1,Cash,Yes,15580500.0,High-income countries,3.0
200,25-44,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,4806750.0,Low-income countries,1.0
201,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,No,5403450.0,High-income countries,2.0
202,25-44,Alone,Others,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,0,Credit Card,No,6630000.0,High-income countries,1.0
203,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,4143750.0,High-income countries,1.0
204,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,No,7034923.0,High-income countries,1.0
205,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,530400.0,Upper-middle-income countries,1.0
206,45-64,Spouse and Children,Holiday,Beach,Friends,Package Tour,No,Yes,Yes,No,Yes,Yes,No,10-15,1,Credit Card,Yes,24862500.0,High-income countries,5.0
207,25-44,Friends/Relatives,Others,Others,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,3978000.0,Upper-middle-income countries,2.0
208,45-64,Spouse and Children,Others,Others,Friends,Package Tour,Yes,No,Yes,Yes,No,No,No,7+,0,Cash,Yes,12254382.0,High-income countries,4.0
209,65+,Alone,Others,Others,Friends,Independent,Yes,No,No,No,No,No,No,0-5,0,Credit Card,No,3149250.0,Upper-middle-income countries,1.0
210,45-64,Spouse and Children,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Credit Card,No,20199855.0,High-income countries,4.0
211,45-64,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,330000.0,Upper-middle-income countries,1.0
212,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,505000.0,Lower-middle-income countries,1.0
213,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,828750.0,High-income countries,1.0
214,25-44,Spouse,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,504000.0,High-income countries,2.0
215,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1823250.0,High-income countries,2.0
216,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,4972500.0,Upper-middle-income countries,1.0
217,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,1617720.0,Upper-middle-income countries,1.0
218,65+,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,828750.0,Upper-middle-income countries,1.0
219,45-64,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,2486250.0,Lower-middle-income countries,8.0
220,25-44,Alone,Holiday,Beach,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,7458750.0,High-income countries,1.0
221,65+,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,No,No,No,7+,1,Cash,Yes,9304253.0,High-income countries,7.0
222,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,Yes,2486250.0,High-income countries,1.0
223,25-44,Alone,Others,Others,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,0,Cash,No,2486250.0,Low-income countries,1.0
224,25-44,Spouse and Children,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,8535150.0,High-income countries,4.0
225,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,3315000.0,Lower-middle-income countries,1.0
226,45-64,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1160250.0,High-income countries,10.0
227,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Credit Card,Yes,2269330.0,High-income countries,2.0
228,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,331500.0,High-income countries,1.0
229,45-64,Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Credit Card,Yes,27231960.0,Upper-middle-income countries,2.0
230,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,Lower-middle-income countries,1.0
231,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,663000.0,Upper-middle-income countries,1.0
232,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,12867101.1,High-income countries,5.0
233,`1-24,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,635162.0,High-income countries,1.0
234,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,15994875.0,High-income countries,2.0
235,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,Yes,No,No,7+,0,Cash,Yes,19890000.0,High-income countries,4.0
236,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,86190000.0,High-income countries,5.0
237,45-64,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,Yes,24862500.0,High-income countries,2.0
238,25-44,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,6630000.0,High-income countries,3.0
239,`1-24,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,994500.0,High-income countries,1.0
240,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Credit Card,No,11271000.0,High-income countries,2.0
241,25-44,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,215475.0,High-income countries,2.0
242,45-64,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,994500.0,Lower-middle-income countries,1.0
243,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,Yes,20718750.0,High-income countries,6.0
244,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,460000.0,High-income countries,1.0
245,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,580125.0,Lower-middle-income countries,1.0
246,`1-24,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,21961875.0,High-income countries,13.0
247,45-64,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,828750.0,Lower-middle-income countries,1.0
248,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,5690100.0,High-income countries,1.0
249,65+,Spouse,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Credit Card,Yes,6807990.0,High-income countries,2.0
250,25-44,Spouse,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Credit Card,Yes,6630000.0,High-income countries,2.0
251,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,2237625.0,Lower-middle-income countries,1.0
252,25-44,Alone,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,No,Yes,Yes,No,0-5,0,Cash,No,5884125.0,High-income countries,1.0
253,25-44,Friends/Relatives,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,1657500.0,High-income countries,2.0
254,25-44,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,6630000.0,High-income countries,1.0
255,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,994500.0,High-income countries,1.0
256,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,8884200.0,High-income countries,1.0
257,45-64,Spouse and Children,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,663000.0,High-income countries,6.0
258,`1-24,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,7112625.0,High-income countries,2.0
259,25-44,Spouse,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,1000000.0,High-income countries,2.0
260,25-44,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,600015.0,Lower-middle-income countries,1.0
261,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,994500.0,High-income countries,1.0
262,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,3315000.0,High-income countries,1.0
263,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,2486250.0,High-income countries,1.0
264,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,52194590.0,High-income countries,3.0
265,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,828750.0,Low-income countries,1.0
266,`1-24,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,226933.0,High-income countries,1.0
267,25-44,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,3315000.0,High-income countries,3.0
268,45-64,Alone,Others,Others,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,1657500.0,Upper-middle-income countries,1.0
269,25-44,Spouse,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,4143750.0,High-income countries,2.0
270,65+,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,82875.0,Lower-middle-income countries,1.0
271,45-64,Spouse and Children,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,High-income countries,3.0
272,45-64,Spouse,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,10-15,0,Cash,Yes,9945000.0,High-income countries,2.0
273,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2154750.0,High-income countries,1.0
274,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,150000.0,High-income countries,1.0
275,45-64,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,2320500.0,High-income countries,1.0
276,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,3000000.0,High-income countries,1.0
277,45-64,Alone,Holiday,Wildlife,Friends,Independent,Yes,Yes,Yes,Yes,No,Yes,No,10-15,0,Cash,Yes,3480750.0,High-income countries,1.0
278,25-44,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,3406162.5,High-income countries,3.0
279,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,828750.0,High-income countries,1.0
280,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Credit Card,Yes,38578610.0,High-income countries,4.0
281,25-44,Spouse,Others,Beach,Friends,Package Tour,No,Yes,Yes,No,Yes,No,No,7+,1,Cash,No,7127250.0,Lower-middle-income countries,2.0
282,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,2486250.0,High-income countries,1.0
283,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Credit Card,Yes,28177500.0,High-income countries,6.0
284,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,994500.0,High-income countries,1.0
285,25-44,Spouse and Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,1,Credit Card,Yes,4538660.0,High-income countries,2.0
286,`1-24,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,9945000.0,High-income countries,2.0
287,25-44,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1160250.0,High-income countries,1.0
288,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,45386600.0,High-income countries,4.0
289,`1-24,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,3315000.0,High-income countries,1.0
290,25-44,Alone,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,15912000.0,Lower-middle-income countries,1.0
291,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1160250.0,Lower-middle-income countries,1.0
292,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,No,17403750.0,High-income countries,2.0
293,45-64,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,182116.0,High-income countries,4.0
294,25-44,Friends/Relatives,Others,Others,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,2486250.0,High-income countries,2.0
295,25-44,Spouse and Children,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,60000.0,Lower-middle-income countries,2.0
296,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,7+,0,Credit Card,Yes,26520000.0,High-income countries,2.0
297,25-44,Alone,Others,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,0,Cash,No,15746250.0,Lower-middle-income countries,1.0
298,65+,Spouse,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,50000.0,High-income countries,2.0
299,45-64,Alone,Others,Others,Friends,Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7+,0,Cash,No,7790250.0,High-income countries,1.0
300,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0-5,1,Cash,Yes,1657500.0,High-income countries,2.0
301,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1491750.0,High-income countries,1.0
302,25-44,Alone,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,13260000.0,High-income countries,1.0
303,25-44,Alone,Others,Beach,Friends,Package Tour,Yes,Yes,Yes,No,No,No,No,7+,0,Cash,Yes,248625.0,Low-income countries,1.0
304,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,497250.0,Low-income countries,1.0
305,25-44,Spouse,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,6630000.0,High-income countries,2.0
306,25-44,Friends/Relatives,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,6083025.0,Upper-middle-income countries,2.0
307,25-44,Alone,Others,Others,Others,Package Tour,Yes,Yes,No,No,No,No,No,0-5,0,Cash,Yes,5304000.0,High-income countries,1.0
308,45-64,Friends/Relatives,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,11602500.0,High-income countries,3.0
309,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,165750.0,Lower-middle-income countries,1.0
310,45-64,Alone,Others,Wildlife,Friends,Package Tour,Yes,Yes,Yes,No,No,No,No,7+,0,Credit Card,Yes,155380.0,Upper-middle-income countries,1.0
311,65+,Alone,Others,Wildlife,Friends,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,9945000.0,High-income countries,1.0
312,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,2845050.0,High-income countries,1.0
313,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,430950.0,High-income countries,1.0
314,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,Yes,2652000.0,Upper-middle-income countries,1.0
315,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,1,Cash,Yes,165750.0,High-income countries,2.0
316,45-64,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,3315000.0,Upper-middle-income countries,1.0
317,25-44,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,3315000.0,High-income countries,1.0
318,25-44,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,331500.0,High-income countries,1.0
319,45-64,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,414375.0,High-income countries,1.0
320,45-64,Spouse and Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,6630000.0,Lower-middle-income countries,4.0
321,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,No,1507876.5,High-income countries,1.0
322,25-44,Alone,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,4267575.0,High-income countries,1.0
323,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,3063595.5,High-income countries,2.0
324,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,2320500.0,High-income countries,2.0
325,45-64,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,28366625.0,High-income countries,4.0
326,`1-24,Friends/Relatives,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,Yes,2320500.0,High-income countries,3.0
327,25-44,Friends/Relatives,Holiday,Wildlife,Others,Package Tour,No,Yes,No,No,Yes,Yes,No,10-15,1,Cash,Yes,2000070.0,High-income countries,2.0
328,25-44,Spouse,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,1657500.0,High-income countries,2.0
329,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,0,Cash,Yes,3563625.0,Upper-middle-income countries,1.0
330,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,794265.5,High-income countries,1.0
331,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,1657500.0,High-income countries,1.0
332,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,3315000.0,High-income countries,1.0
333,25-44,Alone,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,Yes,1160250.0,Upper-middle-income countries,1.0
334,25-44,Alone,Others,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,5038800.0,High-income countries,1.0
335,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,712725.0,High-income countries,1.0
336,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,19227000.0,High-income countries,2.0
337,`1-24,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,4538660.0,High-income countries,4.0
338,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,248625.0,High-income countries,2.0
339,25-44,Alone,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,82875.0,Upper-middle-income countries,1.0
340,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,1657500.0,High-income countries,1.0
341,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,2767440.0,Upper-middle-income countries,1.0
342,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,1969112.5,High-income countries,1.0
343,25-44,Friends/Relatives,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,1,Cash,Yes,1657500.0,Lower-middle-income countries,3.0
